Name,Effects
Botanical Encyclopedia,"You’ve memorized every book there is on botany in the Pokémon world. You can instantly identify any berries, plants, or fungi and know any of their special properties. You also can tell if any of them have been modified to have unique attributes. In addition, you can identify any Grass-type Pokémon on sight, or any Pokémon known to work with, or that pretends to be, flora."
Berry Finder,"You apply your encyclopedic knowledge to the field and know where to best find berries. Whenever you make any skill checks related to berries, or finding them, you may roll twice and use the better result."
Berry Booster,"Your care for your plants is evident by the particular energy they release when consumed. Whenever a Pokémon consumes berries that you’ve grown, double any numerical effect the berry might have."
Growth Spurt,"You’ve started to apply a special fertilizer to your plants, promising quick results. Whenever you plant berries, including in a portable planter, it will never take more than 48 hours for the plant to produce fruit. In addition, if you roll under 6 while making Nature checks while caring for Berry plants, treat the roll as a 6."
Berry Combination,"You begin to practice with the qualities of berries by extracting and injecting different berries together. Once per day, after spending an hour with two of your berries, you destroy one and give its flavor and effects to the other berry to create one berry with the effects of both. Call the combination whatever you’d like. You may not combine a berry with an already combined berry."
Apricorn Finder,"You apply your knowledge of berries to lesser known and lesser studied apricorn, whenever you make any skill checks related to apricorns, or finding them, you may roll twice and use the better result."
Hybridization,"You begin to apply your studies to a berry plant itself. Whenever you plant a berry, you can plant two berries together to produce a tree that grows berries with the flavors and effects of both of the planted berries. This includes berries you may plant in a portable planter. Call the resulting combination whatever you’d like. You may not hybridize a berry with an already hybridized or combined berry."
Berry Seeker,"You find unusual signs of rarer berries and explore the space around you to find unusual and lesser seen berries. Whenever you make any skill checks related finding berries, you may attempt to find an uncommon berry. If you do, only roll once on your skill check. If you succeed, you find one of the follow berries of your choice: Pomeg Berry, Kelpsy Berry, Qualot Berry, Hondew Berry, Grepa Berry, Tamato Berry, Occa Berry, Passho Berry, Wacan Berry, Rindo Berry, Yache Berry, Chople Berry, Kebia Berry, Shuca Berry, Coba Berry, Payapa Berry, Tanga Berry, Charti Berry, Kasib Berry, Haban Berry, Colbur Berry, Babiri Berry, Chilan Berry, or Roseli Berry"
Miniature Specimen,"You apply a theory towards creating smaller, but still just as effective berry plants. You can grow two plants in a portable planter at the same time, and the berries these plants produce are small enough to fit in the palm of your hand. Berries produced with the miniature specimen feature cannot be stolen from any Pokémon who is holding onto one during battle."
Rare Berry Seeker,"You may apply your vast knowledge base to explore wild space and locate treasures in the berry collecting world. Whenever you make any skill checks related finding berries, you may attempt to find a rare berry. If you do, only roll once on your skill check. If you succeed, you find one of the follow berries of your choice: Liechi Berry, Ganlon Berry, Salac Berry, Petaya Berry, Apicot Berry, Lansat Berry, Starf Berry, Enigma Berry, Micle Berry, Custap Berry, Joboca Berry, Rowap Berry, Kee Berry, or Maranga Berry"
Berry Monstrosities,"You’ve mastered the hybridizations and combination of natural berries and put it to unbelievable use and execution. When using your Berry Combination or Hybridization features, the berries you make can have a total of five different qualities from different berries. This will combine all flavors and all effects. If you combine or hybridize a sixth berries into your monstrosities, chose another berry’s flavor and effects to replace in said monstrosity. Call the combination whatever you’d like."
Energy Shot,"You’ve concocted a drink that really gives you an adrenaline rush, it could be useful out there in the wilds. Once per day, after one hour of work in on it, you create one pint of an energy drink for trainers. Call it whatever you’d like. You have enough for four servings of the drink. When one serving is consumed, it gives a trainer temporary hit points equal the sum of your Defense and Special Defense stat. The drink’s effect wears off after an hour. Drinking multiple servings will remove any temporary hit points gained by the drink. The drink’s potency wears off after 24 hours and then becomes a regular drink."
