Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Venonat,48,Base,venonat,venonat,36,6,5,4,6,5,Bug,Poison,Disable,Supersonic,Confusion,Medium,Medium,Telekinetic,,,,,,,Compound Eyes,,,,,,,Bug,Poison,Psychic,Lepidopteran,,,,,Bug,,10 Days,Forest,Jungle,Woodlands,,,Carnivore,Common,,,,,1,,,,,,,,,,,,,
Venomoth,49,Base,venomoth,venomoth,42,7,6,9,8,9,Bug,Poison,Sleep Powder,Psychic,Bug Buzz,Medium,Medium,Flight,Telekinetic,,,,,,Quiver Dance,Compound Eyes,Shield Dust,Tinted Lens,Wonder Skin,,,Bug,Poison,Psychic,Lepidopteran,Winged,,,,Bug,,10 Days,Forest,Jungle,Woodlands,,,Carnivore,Common,,,,Venonat,3,,,,,,,,,,,,,
Diglett,50,Base,diglett,diglett,6,6,3,4,5,10,Ground,,Scratch,MudSlap,Dig,Tiny,Featherweight,Burrow,Sinker,,,,,,Growl,Sand Veil,,,,,,Dark (Melee Attacks),Ground,Rock,,,,,Fissure,Field,,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Diglett,50,Base/Alolan,diglett-alola,diglett-alola,6,6,3,4,5,10,Ground,Steel,Metal Claw,MudSlap,Dig,Tiny,Featherweight,Burrow,Sinker,,,,,,Growl,Sand Veil,Tangling Hair,,,,,Dark (Melee Attacks),Ground,Rock,Steel,,,,Fissure,Field,,10 Days,Cave,Volcanoes,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Dugtrio,51,Base,dugtrio,dugtrio,24,10,5,5,7,12,Ground,,Sand Tomb,Slash,Earthquake,Medium,Medium,Burrow,Sinker,Groundshaper,,,,,Growl,Sand Force,Sand Veil,Rototiller,,,,Dark (Melee Attacks),Ground,Rock,,,,,"Fissure, Tri Attack",Field,,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,Diglett,3,,,,,,,,,,,,,
Dugtrio,51,Base/Alolan,dugtrio-alola,dugtrio-alola,24,10,6,5,7,12,Ground,Steel,Sand Tomb,Iron Head,Earthquake,Medium,Medium,Burrow,Sinker,Groundshaper,,,,,Growl,Rototiller,Tangling Hair,Sand Force,Sand Veil,,,Dark (Melee Attacks),Ground,Rock,Steel,,,,Fissure,Field,,10 Days,Cave,Volcanoes,,,,Herbivore,Uncommon,,,,Diglett,3,,,,,,,,,,,,,
Meowth,52,Base,meowth,meowth,24,5,4,4,4,9,Normal,,Fake Out,Fury Swipes,Feint Attack,Small,Light,Stealth,,,,,,,Growl,Screech,Technician,,,,,Dark,Blades/Claws,Elemental Attacks E,,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,,,GMax Gold Rush,,1,,,,,,,,,,,,,
Meowth,52,Base/Alolan,meowth-alola,meowth-alola,24,4,4,5,4,9,Dark,,Fake Out,Fury Swipes,Feint Attack,Small,Light,Stealth,,,,,,,Growl,Screech,Technician,,,,,Dark,Blades/Claws,Fangs,Normal Block,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Meowth,52,Base/Galarian,meowth-galar,meowth-galar,30,7,6,4,4,4,Steel,,Fake Out,Fury Swipes,Metal Claw,Small,Light,Stealth,,,,,,,Growl,Tail Whip,Tough Claws,,,,,Steel,Blades/Claws,Elemental Attacks E,Tricky,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Meowth,52,Gigantamax,meowth-gmax,meowth-gmax,120,5,4,4,4,9,Normal,,Fake Out,Fury Swipes,Feint Attack,Dynamic,Dynamic,Stealth,,,,,,,Growl,Screech,Technician,,,,,Dark,Blades/Claws,Elemental Attacks E,,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,Meowth,Gigantamax,GMax Gold Rush,,1,,,,,,,,,,,,,
Persian,53,Base,persian,persian,42,7,6,7,7,12,Normal,,Power Gem,Slash,Night Slash,Medium,Medium,Stealth,,,,,,,Growl,Screech,Limber,Technician,Unnerve,,,Dark,Blades/Claws,Elemental Attacks E,,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,,,,Meowth,3,,,,,,,,,,,,,
Persian,53,Base/Alolan,persian-alola,persian-alola,42,6,6,8,7,12,Dark,,Taunt,Power Gem,Dark Pulse,Medium,Medium,Stealth,,,,,,,Growl,Nasty Plot,Screech,Fur Coat,Rattled,Technician,,Dark,Blades/Claws,Fangs,Normal Block,,,,,Field,,10 Days,Forest,Urban,,,,Omnivore,Common,,,,Meowth,3,,,,,,,,,,,,,
Psyduck,54,Base,psyduck,psyduck,30,5,5,7,5,6,Water,,Scratch,Water Gun,Confusion,Medium,Medium,Fountain,Swimmer,Telekinetic,,,,,Tail Whip,Damp,,,,,,Psychic,Water,,,,,,,Water1,Field,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Golduck,55,Base,golduck,golduck,48,8,8,10,8,9,Water,,Aqua Jet,Aqua Tail,Psybeam,Medium,Heavy,Fountain,Swimmer,Telekinetic,,,,,Tail Whip,Cloud Nine,Damp,Swift Swim,,,,Psychic,Water,Weather,,,,,,Water1,Field,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Psyduck,3,,,,,,,,,,,,,
Mankey,56,Base,mankey,mankey,24,8,4,4,5,7,Fighting,,Karate CHop,Pursuit,Swagger,Small,Medium,Climber,,,,,,,Focus Energy,Leer,Vital Spirit,,,,,Fightingtype moves,Fighting,Bruiser,Elemental Attacks EF,,,,Smelling Salt,Field,,10 Days,Forest,Jungle,Mountains,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Primeape,57,Base,primeape,primeape,42,11,6,6,7,10,Fighting,,Rage Powder,Cross Chop,Punishment,Medium,Medium,Climber,,,,,,,Focus Energy,Screech,Anger Point,Defiant,Vital Spirit,,,Fightingtype moves,Fighting,Bruiser,Elemental Attacks EF,,,,Smelling Salt,Field,,10 Days,Forest,Jungle,Mountains,,,Herbivore,Uncommon,,,,Mankey,3,,,,,,,,,,,,,
Growlithe,58,Base,growlithe,growlithe,36,7,5,7,5,6,Fire,,Bite,Ember,Fire Fang,Small,Medium,Firestarter,Tracker,,,,,,Agility,Leer,Flash Fire,,,,,Fire,Bruiser,Fangs,,,,,"Burn Up, Odor Sleuth",Field,,10 Days,Plains,Volcanoes,,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Arcanine,59,Base,arcanine,arcanine,54,11,8,10,8,10,Fire,,Extreme Speed,Flare Blitz,Crunch,Large,Heavy,Firestarter,Tracker,,,,,,Agility,Intimidate,Leer,Flash Fire,Justified,,,Fire,Bruiser,Fangs,,,,,"Burn Up, Odor Sleuth, Extreme Speed",Field,,10 Days,Plains,Volcanoes,,,,Carnivore,Uncommon,,,,Growlithe,3,,,,,,,,,,,,,
Poliwag,60,Base,poliwag,poliwag,24,5,4,4,4,9,Water,,Hypnosis,Bubble,Double Slap,Small,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Damp,,,,,,,Water,,,,,,,,Water1,,10 Days,Cave,Ponds,Lakes,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Poliwhirl,61,Base,poliwhirl,poliwhirl,42,7,7,5,5,9,Water,,Body Slam,Bubble Beam,Mud Shot,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Damp,Water Absorb,,,,,,Water,Fighting,,,,,,Bounce,Water1,,10 Days,Cave,Ponds,Lakes,,,Omnivore,Common,,,,Poliwag,2,,,,,,,,,,,,,
Poliwrath,62,Base,poliwrath,poliwrath,54,10,10,7,9,7,Water,Fighting,Submission,Dynamic Punch,Mind Reader,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Damp,Swift Swim,Water absorb,,,,,Water,Punches,Fighting,,,,,"Bounce, Circle Throw, Mind Reader",Water1,,10 Days,Cave,Ponds,Lakes,,,Omnivore,Common,,,,Poliwhirl,3,,,,,,,,,,,,,
Abra,63,Base,abra,abra,18,2,2,11,6,9,Psychic,,Splash,Scratch,Teleport,Small,Medium,Telekinetic,Telepath,Hover,,,,,Synchronize,,,,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover",Humanshape,,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Kadabra,64,Base,kadabra,kadabra,24,4,3,12,7,11,Psychic,,Confusion,Disable,Reflect,Medium,Medium,Telekinetic,Telepath,,,,,,Inner Focus,Synchronize,Calm Mind,,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,Abra,2,,,,,,,,,,,,,
Alakazam,65,Base,alakazam,alakazam,36,5,5,14,10,12,Psychic,,Recover,Psychic,Future Sight,Medium,Medium,Intelligence,Telekinetic,Telepath,,,,,Inner Focus,Magic Guard,Synchronize,Calm Mind,,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,,,,Kadabra,3,,,,,,,,,,,,,
Alakazam,65,Mega,alakazam-mega,alakazam-mega,36,5,7,18,11,15,Psychic,,Recover,Psychic,Future Sight,Medium,Medium,Intelligence,Telekinetic,Telepath,,,,,Inner Focus,Magic Guard,Synchronize,Calm Mind,Trace,,,Psychic,Energy Blast,Pulse,,,,,"Miracle Eye, Recover, Kinesis",Humanshape,,10 Days,Urban,Ruins,,,,Omnivore,Uncommon,Alakazam,Mega,,Kadabra,3,,,,,,,,,,,,,
Machop,66,Base,machop,machop,42,8,5,4,4,4,Fighting,,Low Kick,Karate Chop,Foresight,Small,Medium,None,,,,,,,Focus Energy,Leer,Guts,,,,,Fighting,Bruiser,Elemental Attacks,Martial,,,,,Humanshape,,10 Days,Cave,Mountains,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Machoke,67,Base,machoke,machoke,48,10,7,5,6,5,Fighting,,Seismic Toss,Revenge,Knock Off,Medium,Heavy,Strength,,,,,,,Bulk Up,Focus Energy,Leer,Guts,Steadfast,,,Fighting,Bruiser,Elemental Attacks,Martial,,,,,Humanshape,,10 Days,Cave,Mountains,,,,Omnivore,Uncommon,,,,Machop,2,,,,,,,,,,,,,
Machamp,68,Base,machamp,machamp,54,13,8,7,9,6,Fighting,,Strength,Submission,Cross Chop,Large,Heavy,Strength,,,,,,,Bulk Up,Focus Energy,Leer,Guts,No Guard,Steadfast,,Fighting,Bruiser,Elemental Attacks,Martial,Stampeding,,,,Humanshape,,10 Days,Cave,Mountains,,,,Omnivore,Uncommon,,,GMax Chi Strike,Machoke,3,,,,,,,,,,,,,
Machamp,68,Gigantamax,machamp-gmax,machamp-gmax,270,13,8,7,9,6,Fighting,,Strength,Submission,Cross Chop,Dynamic,Dynamic,Strength,,,,,,,Bulk Up,Focus Energy,Leer,Guts,No Guard,Steadfast,,Fighting,Bruiser,Elemental Attacks,Martial,Stampeding,,,,Humanshape,,10 Days,Cave,Mountains,,,,Omnivore,Uncommon,Machamp,Gigantamax,GMax Chi Strike,Machoke,3,,,,,,,,,,,,,
Bellsprout,69,Base,bellsprout,bellsprout,30,8,4,7,3,4,Grass,Poison,Vine Whip,Pound,Wrap,Small,Light,Sprouter,Threaded,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap",Grass,,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,,1,,,,,,,,,,,,,
Weepinbell,70,Base,weepinbell,weepinbell,42,9,5,9,5,6,Grass,Poison,Poison Powder,Stun Spore,Sleep Powder,Medium,Light,Sprouter,Threaded,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap",Grass,,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,Bellsprout,2,,,,,,,,,,,,,
Victreebel,71,Base,victreebel,victreebel,48,11,7,10,7,7,Grass,Poison,Leaf Tornado,Poison Jab,Leaf Blade,Medium,Medium,Alluring,Sprouter,Threaded,,,,,Growth,Chlorophyll,Leaf Guard,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap, Leaf Tornado, Power Whip",Grass,,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,Weepinbell,3,,,,,,,,,,,,,
Tentacool,72,Base,tentacool,tentacool,24,4,4,5,10,7,Water,Poison,Poison Sting,Supersonic,Constrict,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Clear Body,Liquid Ooze,,,,,,Poison,Water,Elemental Attacks I,,,,,"Constrict, Wrap",Water3,,10 Days,Ocean,Beach,,,,Carnivore,Common,,,,,1,,,,,,,,,,,,,
Tentacruel,73,Base,tentacruel,tentacruel,48,7,7,8,12,10,Water,Poison,Water Pulse,Wrap,Poison Jab,Large,Medium,Fountain,Gilled,Swimmer,,,,,Clear Body,Liquid Ooze,Rain Dish,Screech,,,,Poison,Water,Elemental Attacks I,,,,,"Constrict, Wrap, Reflect Type",Water3,,10 Days,Ocean,Beach,,,,Carnivore,Common,,,,Tentacool,3,,,,,,,,,,,,,
Geodude,74,Base,geodude,geodude,24,8,10,3,3,2,Rock,Ground,Rollout,Rock Throw,Take Down,Small,Medium,Hover,,,,,,,Defense Curl,Rock Polish,Sturdy,,,,,Ground,Rock,Magnetism,,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,,1,,,,,,,,,,,,,
Geodude,74,Base/Alolan,geodude-alola,geodude-alola,24,8,10,3,3,2,Rock,Electric,Rollout,Rock Throw,Spark,Small,Medium,Hover,Zapper,,,,,,Defense Curl,Rock Polish,Sturdy,,,,,Electric,Rock,Magnetism,,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,,1,,,,,,,,,,,,,
Graveler,75,Base,graveler,graveler,36,10,12,5,5,4,Rock,Ground,Smack Down,Bulldoze,Rock Blast,Medium,Heavy,Sinker,Groundshaper,,,,,,Defense Curl,Rock Polish,Rock Head,Sturdy,,,,Ground,Rock,Magnetism,Stampeding,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,Geodude,2,,,,,,,,,,,,,
Graveler,75,Base/Alolan,graveler-alola,graveler-alola,36,10,12,5,5,4,Rock,Electric,Magnet Pull,Thunder Punch,Rock Blast,Medium,Heavy,Sinker,Zapper,,,,,,Defense Curl,Rock Polish,Rock Head,Sturdy,,,,Electric,Rock,Magnetism,Stampeding,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,Geodude,2,,,,,,,,,,,,,
Golem,76,Base,golem,golem,48,12,13,6,7,5,Rock,Ground,Heavy Slam,Stealth Rock,Earthquake,Large,Superweight,Sinker,Groundshaper,,,,,,Defense Curl,Rock Polish,Rock Head,Sand Veil,Sturdy,,,Ground,Rock,Magnetism,Stampeding,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,Graveler,3,,,,,,,,,,,,,
Golem,76,Base/Alolan,golem-alola,golem-alola,48,12,13,6,7,5,Rock,Electric,Heavy Slam,Stealth Rock,Discharge,Large,Superweight,Sinker,Zapper,,,,,,Defense Curl,Rock Polish,Galvanize,Rock Head,Sturdy,,,Electric,Rock,Magnetism,Stampeding,,,,"Explosion, SelfDestruct",Mineral,,10 Days,Cave,Mountains,,,,Terravore,Common,,,,Graveler,3,,,,,,,,,,,,,
Ponyta,77,Base,ponyta,ponyta,30,9,6,7,7,9,Fire,,Tackle,Ember,Stomp,Medium,Medium,Firestarter,Sinker,Heater,,,,,Growl,Run Away,Tail Whip,Flash Fire,,,,Fire,Horned,,,,,,High Horsepower,Field,,10 Days,Grasslands,Plains,Woodlands,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Ponyta,77,Base/Galarian,ponyta-galar,ponyta-galar,30,9,6,7,7,9,Psychic,,Tackle,Confusion,Fairy Wind,Medium,Medium,Telekinetic,,,,,,,Growl,Run Away,Tail Whip,Pastel Veil,,,,Fairy,Fire,Psychic,Horned,Spellcraft,,,High Horsepower,Field,,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Rapidash,78,Base,rapidash,rapidash,42,10,7,8,8,11,Fire,,Flame Charge,Bounce,Flare Blitz,Large,Heavy,Firestarter,Sinker,Heater,,,,,Agility,Growl,Tail Whip,Flame Body,Flash Fire,,,Fire,Horned,Stampeding,,,,,"High Horsepower, Horn Drill, Bounce",Field,,10 Days,Grasslands,Plains,Woodlands,,,Herbivore,Uncommon,,,,Ponyta,3,,,,,,,,,,,,,
Rapidash,78,Base/Galarian,rapidash-galar,rapidash-galar,42,10,7,8,8,11,Psychic,Fairy,Heal Pulse,Dazzling Gleam,Psychic,Large,Heavy,Telekinetic,,,,,,,Agility,Growl,Tail Whip,Pastel Veil,,,,Fairy,Fire,Psychic,Horned,Spellcraft,,,"High Horsepower, Bounce",Field,,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,Ponyta,3,,,,,,,,,,,,,
Slowpoke,79,Base,slowpoke,slowpoke,54,7,6,4,6,2,Water,Psychic,Tackle,Water Gun,Yawn,Medium,Medium,Fountain,Swimmer,,,,,,Oblivious,Own Tempo,,,,,,Psychic,Water,,,,,,Slack Off,Monster,Water1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Slowpoke,79,Base/Galarian,slowpoke-galar,slowpoke-galar,54,7,6,4,6,2,Psychic,,Tackle,Confusion,Yawn,Medium,Medium,Swimmer,Telekinetic,,,,,,Own Tempo,,,,,,,Psychic,Water,Glutton,Weird,,,,Slack Off,Monster,Water1,10 Days,Beach,Wetlands,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Slowbro,80,Base,slowbro,slowbro,60,8,11,10,8,3,Water,Psychic,Confusion,Water Pulse,Psychic,Medium,Medium,Fountain,Swimmer,Telekinetic,,,,,Amnesia,Withdraw,Oblivious,Own Tempo,Regenerator,,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Slowpoke,3,,,,,,,,,,,,,
Slowbro,80,Base/Galarian,slowbro-galar,slowbro-galar,60,10,10,10,7,3,Poison,Psychic,Shell Side Arm,Water Pulse,Psychic,Medium,Heavy,Swimmer,Telekinetic,,,,,,Amnesia,Withdraw,Own Tempo,Regenerator,,,,Psychic,Water,Glutton,Weird,Poison,,,"Slack Off, Razor Shell, Shell Side Arm",Monster,Water1,10 Days,Beach,Wetlands,,,,Herbivore,Uncommon,,,,Slowpoke,3,,,,,,,,,,,,,
Slowbro,80,Mega,slowbro-mega,slowbro-mega,60,8,18,13,8,3,Water,Psychic,Confusion,Water Pulse,Psychic,Medium,Heavy,Fountain,Swimmer,Telekinetic,,,,,Amnesia,Withdraw,Oblivious,Own Tempo,Regenerator,Mega Shell Armor,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,Slowbro,Mega,,Slowpoke,3,,,,,,,,,,,,,
Magnemite,81,Base,magnemite,magnemite,18,4,7,10,6,5,Electric,Steel,Tackle,Thunder Shock,Magnet Pull,Small,Light,Flight,Magnetic,Zapper,,,,,Sturdy,,,,,,,Electric,Steel,Magnetism,,,,,"Electroweb, Magnet Bomb, Mirror Shot",Mineral,,10 Days,Mountains,Urban Plants,,,,Ergovore,Uncommon,,,,,1,,,,,,,,,,,,,
Magneton,82,Base,magneton,magneton,30,6,10,12,7,7,Electric,Steel,Tri Attack,Thunder Wave,Light Screen,Medium,Medium,Flight,Magnetic,Zapper,Modular 3,,,,Screech,Sturdy,,,,,,Electric,Steel,Magnetism,,,,,"Electroweb, Magnet Bomb, Mirror Shot, Tri Attack",Mineral,,10 Days,Mountains,Urban Plants,,,,Ergovore,Uncommon,,,,Magnemite,2,,,,,,,,,,,,,
Farfetch'd,83,Base,farfetch'd,farfetch'd,30,9,6,6,6,6,Normal,Flying,Fury Cutter,Night Slash,Air Slash,Small,Medium,Flight,,,,,,,Agility,Swords Dance,Defiant,Inner Focus,Keen Eye,,,Flying,Avian,Blades/Claws,Winged,,,,,Flying,Field,10 Days,Forest,Grasslands,,,,Omnivore,Uncommon,,,,,3,,,,,,,,,,,,,
Farfetch'd,83,Base/Galarian,farfetchd-galar,farfetchd-galar,30,10,6,6,6,6,Fighting,,Rock Smash,Brutal Swing,Detect,Dynamic,Dynamic,None,,,,,,,Agility,Swords Dance,Steadfast,,,,,Fighting,Avian,Blades/Claws,Winged,,,,,Flying,Field,10 Days,Forest,Grasslands,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Doduo,84,Base,doduo,doduo,24,9,5,4,4,8,Normal,Flying,Peck,Quick Attack,Fury Attack,Medium,Medium,None,,,,,,,Growl,Run Away,,,,,,Flying,Avian,Kicks,,,,,,Flying,,10 Days,Desert,Plains,Savanna,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Dodrio,85,Base,dodrio,dodrio,36,11,7,6,6,11,Normal,Flying,Tri Attack,Pursuit,Jump Kick,Large,Heavy,None,,,,,,,Growl,Run Away,Swords Dance,Early Bird,Tangled Feet,,,Flying,Avian,Kicks,,,,,Tri Attack,Flying,,10 Days,Desert,Plains,Savanna,,,Omnivore,Uncommon,,,,Doduo,3,,,,,,,,,,,,,
Seel,86,Base,seel,seel,42,5,6,5,7,5,Water,,Headbutt,Icy Wind,Encore,Medium,Heavy,Fountain,Swimmer,Freezer,,,,,Growl,Thick Fat,,,,,,Ice,Water,Horned,,,,,,Water1,Field,10 Days,Polar,,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Dewgong,87,Base,dewgong,dewgong,54,7,8,7,10,7,Water,Ice,Sheer Cold,Aurora Beam,Aqua Tail,Medium,Heavy,Fountain,Freezer,Swimmer,,,,,Growl,Hydration,Ice Body,Thick Fat,,,,Ice,Water,Horned,,,,,Sheer Cold,Water1,Field,10 Days,Polar,,,,,Omnivore,Uncommon,,,,Seel,3,,,,,,,,,,,,,
Grimer,88,Base,grimer,grimer,48,8,5,4,5,3,Poison,,MudSlap,Sludge,Disable,Large,Medium,Amorphous,Repulsive,,,,,,Acid Armor,Screech,Stench,,,,,Ground,Poison,Elemental Attacks EF,,,,,"Minimize, Sludge",Amorphous,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,1,,,,,,,,,,,,,
Grimer,88,Base/Alolan,grimer-alola,grimer-alola,48,8,5,4,5,3,Poison,Dark,Bite,Acid Spray,Disable,Medium,Medium,Amorphous,,,,,,,Acid Armor,Screech,Poison Touch,,,,,Dark,Poison,Rock,Elemental Attacks F,,,,Minimize,Amorphous,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,1,,,,,,,,,,,,,
Muk,89,Base,muk,muk,66,11,8,7,10,5,Poison,,Venom Drench,Mud Bomb,Sludge Wave,Medium,Medium,Amorphous,Repulsive,,,,,,Acid Armor,Screech,Poison Touch,Stench,,,,Ground,Poison,Elemental Attacks EF,,,,,"Minimize, Sludge",Amorphous,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Grimer,3,,,,,,,,,,,,,
Muk,89,Base/Alolan,muk-alola,muk-alola,66,11,8,7,10,5,Poison,Dark,Venom Drench,Poison Fang,Crunch,Large,Medium,Amorphous,,,,,,,Acid Armor,Screech,Poison Touch,Power of Alchemy,,,,Dark,Poison,Rock,Elemental Attacks F,,,,Minimize,Amorphous,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,Grimer,3,,,,,,,,,,,,,
Shellder,90,Base,shellder,shellder,18,7,10,5,3,4,Water,,Tackle,Water GUn,Supersonic,Small,Light,Fountain,Flopper,Gilled,Swimmer,,,,Iron Defense,Shell Armor,,,,,,Ice,Water,,,,,,"Clamp, Razor Shell, Shell Smash",Water3,,10 Days,Ocean Floors,Ocean Reefs,Rivers,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Cloyster,91,Base,cloyster,cloyster,30,10,18,9,5,7,Water,Ice,Spike Cannon,Icicle Spear,Clamp,Medium,Heavy,Fountain,Flopper,Freezer,Gilled,Swimmer,,,Iron Defense,Overcoat,Shell Armor,Skill Link,,,,Ice,Water,Prickly,,,,,"Clamp, Razor Shell, Shell Smash",Water3,,10 Days,Ocean Floors,Ocean Reefs,Rivers,,,Omnivore,Uncommon,,,,Shellder,3,,,,,,,,,,,,,
Gastly,92,Base,gastly,gastly,18,4,3,10,4,8,Ghost,Poison,Lick,Confuse Ray,Mean Look,Medium,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Tricky,,,,Amorphous,,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Haunter,93,Base,haunter,haunter,30,5,5,12,6,10,Ghost,Poison,Shadow Punch,Hypnosis,Payback,Medium,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,Shadow Punch,Amorphous,,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,,Gastly,2,,,,,,,,,,,,,
Gengar,94,Base,gengar,gengar,36,7,6,13,8,11,Ghost,Poison,Shadow Ball,Dream Eater,Dark Pulse,Medium,Medium,Flight,Invisibility,Phasing,,,,,Cursed Body,Levitate,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,"Shadow Punch, Shadow Tag",Amorphous,,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,GMax Terror,Haunter,3,,,,,,,,,,,,,
Gengar,94,Gigantamax,gengar-gmax,gengar-gmax,180,7,6,13,8,11,Ghost,Poison,Shadow Ball,Dream Eater,Dark Pulse,Dynamic,Dynamic,Flight,Invisibility,Phasing,,,,,Cursed Body,Levitate,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,"Shadow Punch, Shadow Tag",Amorphous,,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,Gengar,Gigantamax,GMax Terror,Haunter,3,,,,,,,,,,,,,
